customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST000033,7,72.72419703747974,580.9351808327859,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000034,21,73.53417767508621,1536.5928621786036,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000035,39,66.15654546052676,2501.9372541993353,One year,Bank transfer,No,DSL,No,Yes,No,No,Yes,No,No
CUST000036,18,24.971359533321298,466.935375739013,Month-to-month,Mailed check,No,Fiber optic,No,No,Yes,Yes,No,Yes,No
CUST000037,4,61.35660081546982,228.33442276814154,Month-to-month,Bank transfer,Yes,DSL,No,Yes,No,Yes,No,No,No
CUST000038,60,120.0,7807.25830276512,Month-to-month,Bank transfer,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes
CUST000039,14,20.0,293.86596268747513,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000040,9,91.09221320685239,823.0162339197503,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000041,53,96.71374800068926,5204.928295038107,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
CUST000042,2,24.24956842141544,58.401428274298695,One year,Credit card,No,DSL,No,Yes,Yes,Yes,Yes,No,No
CUST000043,60,50.91683259771362,3342.8872742527606,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No
CUST000044,71,34.97848526169966,3029.7188335213036,Two year,Bank transfer,No,DSL,No,No,No,No,Yes,No,No
CUST000045,44,120.0,5560.911942058415,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,Yes,Yes,No,No
CUST000046,8,98.09075800333348,669.238600699798,Two year,Bank transfer,No,DSL,No,No,No,No,No,No,No
CUST000047,47,99.54276123394197,4555.851554757102,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,Yes,No,No,Yes
CUST000048,35,68.61941677984386,1993.3448531524593,Two year,Electronic check,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No
CUST000049,36,104.36275849248929,3955.545888993669,One year,Credit card,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No
CUST000050,50,64.75290298813765,,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000051,4,105.77472881631674,385.615905574615,One year,Bank transfer,No,DSL,No,No,Yes,No,No,No,No
CUST000052,2,60.53910727663339,113.1398863288859,Two year,Mailed check,No,Fiber optic,Yes,Yes,No,Yes,No,No,No
CUST000053,6,44.62274249859682,271.71905875506457,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000054,54,119.3285079899583,5671.712391913209,One year,Bank transfer,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000055,4,64.3745371800459,224.71452035968676,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000056,54,38.03600275272608,2308.352253387305,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000057,63,37.71098307530083,2403.0447898788266,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,No,Yes,No,No
CUST000058,18,37.80263980942878,642.4711039271843,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000059,44,90.33327053088107,3302.1035167047735,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000060,34,62.03411368864353,,One year,Electronic check,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
CUST000061,62,120.0,6930.718450110575,Month-to-month,Bank transfer,No,DSL,No,No,Yes,Yes,No,Yes,No
CUST000062,14,100.58534546972362,,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000063,48,72.71414390281913,3790.202098219286,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000064,15,107.11692623594848,1476.9053864291382,One year,Electronic check,Yes,DSL,Yes,Yes,No,No,No,Yes,No
CUST000065,72,50.134779905915494,3351.440037560809,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
CUST000066,62,20.0,1453.5095442050972,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000067,40,35.312508272757796,1400.598681256706,Month-to-month,Mailed check,No,Fiber optic,No,No,Yes,Yes,No,No,No
CUST000068,53,69.41623488108809,3490.2101448979756,Month-to-month,Bank transfer,No,Fiber optic,No,No,No,No,Yes,No,No
CUST000069,24,58.3237558348658,1403.6505392128695,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000070,26,89.73246164772382,2212.2127026204803,Two year,Bank transfer,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes
CUST000071,60,61.261586559695914,3764.297266454423,One year,Credit card,No,Fiber optic,No,No,Yes,No,No,Yes,No
CUST000072,41,87.44104177885175,3557.8993174592124,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000073,29,110.02914891692869,3470.206372691347,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000074,15,61.16912448167685,881.8837606880677,One year,Bank transfer,No,Fiber optic,Yes,No,No,No,No,Yes,No
CUST000075,45,81.65435866133365,3349.3251314620884,Two year,Electronic check,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
CUST000076,65,20.0,1254.631989438934,One year,Mailed check,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
CUST000077,71,61.283180637783225,4196.6050634799385,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000078,9,28.041256227619357,250.41457502823053,One year,Electronic check,No,DSL,Yes,Yes,Yes,No,No,Yes,No
CUST000079,1,69.3568033138804,73.75777190923219,Month-to-month,Credit card,Yes,DSL,No,Yes,Yes,Yes,No,No,No
CUST000080,8,72.07999270031992,610.0798089163402,One year,Electronic check,Yes,Fiber optic,No,No,Yes,No,Yes,No,No
CUST000081,63,71.98029073741384,5078.774532183023,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000082,11,50.5963223061112,511.3953127562667,Month-to-month,Electronic check,Yes,DSL,No,No,No,No,No,No,No
CUST000083,8,120.0,997.3171318129065,Month-to-month,Bank transfer,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes
CUST000084,35,26.95935465070795,1012.2056707259337,Two year,Mailed check,Yes,DSL,No,No,Yes,Yes,No,No,No
CUST000085,35,25.12562518515451,820.1061492062972,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000086,33,114.64935127209755,3704.872865735591,Month-to-month,Mailed check,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes
CUST000087,5,43.8716260823032,180.9709429365006,One year,Electronic check,Yes,Fiber optic,Yes,No,No,No,Yes,No,No
CUST000088,41,36.6592793739071,,One year,Bank transfer,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
CUST000089,28,120.0,,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000090,7,94.57168150470692,715.3964618340756,Two year,Mailed check,No,Fiber optic,No,No,Yes,No,No,No,No
CUST000091,72,47.16606355585334,3465.930097544339,One year,Mailed check,Yes,DSL,No,Yes,Yes,No,Yes,No,No
CUST000092,12,71.52523717080683,842.4100617478244,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,No,No,No,No,Yes
CUST000093,34,120.0,3430.1364578641856,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000094,33,85.74862042852602,2429.314700817128,Two year,Bank transfer,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No
CUST000095,48,103.58445365319328,3682.7275477633466,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000096,23,89.14409536201416,1934.9607524062903,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000097,62,92.90760037860623,7072.604267958682,Month-to-month,Mailed check,Yes,DSL,No,No,No,Yes,No,No,Yes
CUST000098,37,66.19225087731282,2133.680376582679,One year,Credit card,No,Fiber optic,Yes,No,No,No,Yes,No,No
CUST000099,44,65.34045436928658,2118.448590668879,One year,Electronic check,Yes,DSL,No,No,Yes,No,Yes,Yes,No
CUST000100,35,73.01151156045361,2801.403599945106,One year,Electronic check,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes
CUST000101,65,87.03358422350902,6994.381423205397,Two year,Mailed check,Yes,DSL,No,Yes,Yes,No,No,Yes,No
CUST000102,47,56.5005405250216,2734.63910041457,One year,Electronic check,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000103,3,68.66161803509014,211.93230412545603,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000104,1,55.689631521320436,53.963909671692115,Month-to-month,,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes
CUST000105,5,68.47054465983588,280.9258383827431,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000106,14,27.470110070544592,328.7898385021345,Month-to-month,Electronic check,Yes,DSL,No,No,Yes,No,Yes,Yes,No
CUST000107,27,120.0,3137.37192127488,One year,Bank transfer,Yes,DSL,No,Yes,No,No,Yes,Yes,No
CUST000108,9,43.011796436633716,367.42354810547266,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000109,15,54.156178257217064,802.9866854481841,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
CUST000110,42,40.422068193355926,1838.5235673874702,One year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000111,51,83.4712624749362,,One year,Bank transfer,No,DSL,No,Yes,Yes,No,No,No,Yes
CUST000112,63,59.119921062730064,4041.0367086072074,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes
CUST000113,52,36.085774697083465,1768.5094549914106,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000114,4,84.70650098673028,374.0042611859394,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
CUST000115,23,88.74947443768373,2058.86758729505,Month-to-month,Bank transfer,No,Fiber optic,No,No,No,No,No,No,No
CUST000116,15,62.99371026568199,903.7237986537251,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000117,43,45.09122145853769,1952.3581041859973,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
CUST000118,29,120.0,3377.848482929167,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000119,36,75.20202891575693,2737.9015681353867,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000120,13,26.777930451400287,374.50376544448295,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000121,32,107.42121383008305,3407.4986651331337,Month-to-month,Electronic check,No,DSL,No,Yes,Yes,No,No,Yes,No
CUST000122,71,39.326757517622866,2689.008776649272,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
CUST000123,59,120.0,6284.550526923133,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000124,28,67.3897357258276,1996.1984305663484,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,No,No,Yes,No,No
CUST000125,66,95.39948108166061,6515.650683237832,Month-to-month,Credit card,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No
CUST000126,42,20.0,740.7168005220882,One year,Mailed check,No,Fiber optic,Yes,No,Yes,Yes,No,No,No
CUST000127,45,26.47577347730111,1290.951414075701,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes
CUST000128,62,105.01578859282145,5730.84379816395,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000129,57,74.53445196887411,4685.72491056086,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000130,6,120.0,769.5261595574652,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No
CUST000131,28,79.55525315688767,2321.029559689074,Month-to-month,Credit card,Yes,DSL,No,No,No,No,No,No,Yes
CUST000132,28,69.3588871922312,1868.834540175759,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000133,44,116.40721972466616,5416.827332050358,Two year,Bank transfer,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No
CUST000134,30,95.30410997676333,,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000135,62,59.11216402171132,3882.0484336446593,Two year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
CUST000136,62,32.17687698504659,1861.2537475833667,One year,Bank transfer,Yes,Fiber optic,No,No,No,Yes,Yes,No,No
CUST000137,1,20.0,,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,Yes,No,Yes,No
CUST000138,27,51.87002990591884,1559.0312666627178,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000139,62,29.409947143358842,2224.4039626582694,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,No,No,No,Yes
CUST000140,3,120.0,352.6123329180289,Month-to-month,Mailed check,No,Fiber optic,Yes,No,No,No,Yes,Yes,No
CUST000141,70,45.4888716778992,3457.389959159095,Two year,Credit card,Yes,DSL,No,No,No,No,Yes,No,No
CUST000142,72,44.668729831248655,3581.014335573221,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000143,27,20.0,496.13013005455275,One year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000144,9,57.010480144318905,604.5317478095889,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,No,No,No,No
CUST000145,62,45.063952110733624,2496.35615499122,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
CUST000146,37,117.13188286233378,4684.484253267769,One year,Bank transfer,No,DSL,No,Yes,Yes,Yes,No,Yes,No
CUST000147,51,70.05428478244954,3681.8522137140617,Month-to-month,Bank transfer,No,DSL,No,Yes,No,No,No,No,Yes
CUST000148,44,64.73407932030868,2864.1290740140244,Month-to-month,Bank transfer,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No
CUST000149,24,60.959817377522064,,Month-to-month,Credit card,Yes,DSL,No,No,No,Yes,Yes,No,No
CUST000150,59,88.58524760567607,5069.0776680126955,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes
CUST000151,32,51.43015503096498,1593.5373352871168,Two year,Credit card,No,DSL,Yes,Yes,No,Yes,No,No,No
CUST000152,52,85.01618280595514,5009.467183507994,Month-to-month,Electronic check,No,DSL,No,Yes,No,No,Yes,Yes,No
CUST000153,62,113.41909462182332,7567.683054251587,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000154,58,78.8022503089894,5156.5177424449,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
CUST000155,52,57.50806151524595,3025.3680432631813,One year,Electronic check,Yes,Fiber optic,No,No,No,Yes,Yes,No,No
CUST000156,12,36.39622487084296,450.5973161620293,Month-to-month,Bank transfer,No,Fiber optic,Yes,No,Yes,No,Yes,No,No
CUST000157,39,56.74628040958777,2633.801934782614,Month-to-month,Mailed check,No,Fiber optic,Yes,No,No,No,Yes,No,No
CUST000158,2,81.89236621917712,150.09308091286672,Month-to-month,Electronic check,No,DSL,Yes,Yes,No,No,Yes,No,Yes
CUST000159,3,20.0,59.382737735450036,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000160,56,89.94628273127847,5439.071756790628,One year,Electronic check,Yes,DSL,No,No,No,No,No,Yes,No
CUST000161,59,71.22838064684194,4120.164448786261,Two year,Credit card,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
CUST000162,2,60.524325207238434,114.14711149181821,One year,Electronic check,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No
CUST000163,2,45.217597656469934,96.02847208412761,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000164,54,50.70866897091898,3104.047532128238,Month-to-month,Mailed check,Yes,Fiber optic,No,No,No,Yes,No,No,Yes
CUST000165,1,82.91918124395923,81.75139423847159,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
CUST000166,19,61.15365421714668,1142.3306745120321,One year,Credit card,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
CUST000167,2,49.9658009816429,93.4591517653875,One year,Electronic check,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
CUST000168,53,79.05690480114568,4066.0011848586264,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000169,44,80.2456933247639,3913.411279423984,Month-to-month,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000170,32,27.52474816027857,887.9318934520892,One year,Credit card,Yes,DSL,No,Yes,Yes,No,No,Yes,No
CUST000171,70,82.14442089730954,5287.231021122641,Month-to-month,Bank transfer,No,Fiber optic,No,No,Yes,No,No,No,Yes
CUST000172,32,120.0,3940.747154044286,One year,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000173,68,79.08862368126513,,One year,Electronic check,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No
CUST000174,55,20.0,1038.1925770097828,One year,Mailed check,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No
CUST000175,56,70.32126175518638,3414.7871639581135,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000176,17,20.0,414.4880554356735,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000177,38,120.0,3931.3906163802794,One year,Electronic check,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes
CUST000178,24,120.0,2776.601501609534,Month-to-month,Electronic check,No,Fiber optic,No,No,No,No,No,Yes,No
CUST000179,69,45.021845516138114,3178.6182332189946,One year,Mailed check,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No
CUST000180,70,20.0,1361.8601218257993,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000181,11,38.64886438721647,421.95276727555716,One year,Electronic check,No,DSL,No,No,No,Yes,No,No,No
CUST000182,16,59.57027783180829,1008.104301187782,Two year,Credit card,No,DSL,No,No,No,No,No,No,No
CUST000183,59,20.0,897.7768443898904,Two year,Mailed check,Yes,Fiber optic,No,Yes,No,No,No,Yes,No
CUST000184,70,62.92932455011317,3846.979024923042,Two year,Bank transfer,Yes,DSL,No,Yes,No,No,No,No,No
CUST000185,3,59.37264007189245,178.90625919536433,One year,Bank transfer,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
CUST000186,20,68.75464091188665,1319.5092272202905,One year,Mailed check,Yes,Fiber optic,No,No,No,No,No,Yes,No
CUST000187,59,71.8893553081394,4296.361385549807,One year,Electronic check,No,Fiber optic,No,No,No,No,No,No,No
CUST000188,36,36.03147200368545,1326.6626504995131,Two year,Electronic check,No,Fiber optic,No,Yes,Yes,Yes,No,No,No
CUST000189,19,39.39757880751037,590.1659602759818,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST000190,67,66.3677649341015,5012.982287156172,Two year,Bank transfer,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No
CUST000191,19,46.07023610378158,831.7193798388574,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000192,20,92.22484305251767,1684.8532257986494,One year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000193,71,66.076836493031,4789.204348652465,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,No,No,No,No,No
CUST000194,52,120.0,6306.86798213612,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
CUST000195,33,89.61447314813677,3311.172310468113,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000196,40,98.11141608171793,4031.152087244645,Month-to-month,Credit card,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes
CUST000197,39,68.97698203894358,3001.6459650555835,Two year,Credit card,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000198,1,69.72084503870889,63.17979309760712,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes
CUST000199,11,116.93961739727531,1304.5838866415208,Month-to-month,Credit card,Yes,DSL,No,No,No,No,No,No,No
CUST000200,57,53.65121349388912,2717.2160358978667,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000201,50,81.40338062495718,4109.924755488068,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000202,23,57.012874035156266,1296.3095677307226,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST000203,31,56.94091824838091,1737.4028202297673,One year,Electronic check,Yes,DSL,No,Yes,No,No,No,Yes,No
CUST000204,42,29.9331120277484,1238.5179593364312,Month-to-month,Credit card,No,DSL,Yes,Yes,No,No,No,Yes,No
CUST000205,7,42.724569474291776,321.09533247536956,One year,,No,Fiber optic,No,No,No,Yes,No,Yes,No
CUST000206,16,37.15191645750649,498.884276609502,Month-to-month,Electronic check,Yes,DSL,No,No,No,No,No,No,Yes
CUST000207,60,82.83106426769508,4522.681538324297,Two year,Credit card,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
CUST000208,2,96.20617784670988,191.6317036175373,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No
